STATION,STATION_NAME,DATE,PRCP,SNOW
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160729,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160730,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160731,0.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160801,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160802,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160803,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160804,0.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160805,0.04,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160806,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160807,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160808,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160809,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160810,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160811,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160812,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160813,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160814,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160815,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160816,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160817,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160818,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160819,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160820,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160821,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160822,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160823,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160824,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160825,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160826,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160827,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160828,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160829,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160830,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160831,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160901,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160902,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160903,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160904,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160905,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160906,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160907,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160908,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160909,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160910,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160911,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160912,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160913,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160914,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160915,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160916,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160917,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160918,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160919,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160920,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160921,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160922,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160923,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160924,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160925,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160926,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160927,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160928,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160929,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20160930,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161001,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161002,0.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161003,0.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161004,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161005,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161006,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161007,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161008,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161009,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161010,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161011,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161012,0.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161013,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161014,0.44,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161015,0.34,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161016,0.61,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161017,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161018,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161019,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161020,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161021,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161022,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161023,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161024,0.02,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161025,0.06,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161026,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161027,0.54,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161028,0.33,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161029,0.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161030,0.38,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161031,0.02,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161101,0.01,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161102,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161103,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161104,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161105,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161106,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161107,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161108,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161109,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161110,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161111,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161112,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161113,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161114,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161115,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161116,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161117,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161118,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161119,0.62,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161120,0.52,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161121,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161122,0.34,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161123,0.03,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161124,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161125,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161126,0.35,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161127,0.10,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161128,0.16,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161129,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161130,0.10,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161201,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161202,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161203,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161204,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161205,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161206,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161207,0.55,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161208,0.85,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161209,0.15,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161210,1.12,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161211,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161212,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161213,0.06,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161214,0.08,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161215,1.52,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161216,0.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161217,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161218,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161219,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161220,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161221,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161222,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161223,1.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161224,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161225,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161226,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161227,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161228,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161229,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161230,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20161231,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170101,0.06,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170102,0.08,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170103,0.47,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170104,1.02,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170105,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170106,0.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170107,0.96,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170108,1.73,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170109,0.20,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170110,1.66,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170111,0.13,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170112,0.30,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170113,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170114,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170115,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170116,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170117,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170118,0.96,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170119,0.14,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170120,1.01,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170121,0.53,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170122,1.00,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170123,0.38,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170124,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170125,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170126,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170127,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170128,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170129,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170130,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170131,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170201,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170202,0.15,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170203,0.54,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170204,0.37,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170205,0.21,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170206,0.62,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170207,1.26,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170208,0.40,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170209,0.91,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170210,0.10,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170211,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170212,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170213,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170214,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170215,0.00,0.0
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170216,0.49,-9999
GHCND:US1CASF0004,SAN FRANCISCO 1.1 SW CA US,20170217,1.25,-9999
